timestamp,gpu_utilization_percent,memory_used_mb,memory_total_mb,power_draw_w,temperature_c
2025/06/08 03:26:43.805, 52, 72699, 81920, 184.38, 36
2025/06/08 03:26:43.811, 48, 72699, 81920, 149.54, 36
2025/06/08 03:26:48.567, 51, 72699, 81920, 155.99, 43
2025/06/08 03:26:48.607, 0, 72105, 81920, 61.66, 35
2025/06/08 03:26:48.686, 0, 72105, 81920, 66.36, 36
2025/06/08 03:26:48.840, 50, 72699, 81920, 179.79, 37
2025/06/08 03:26:48.841, 100, 1, 81920, 68.57, 34
2025/06/08 03:26:53.597, 51, 72699, 81920, 182.51, 43
2025/06/08 03:26:53.655, 0, 72105, 81920, 61.13, 35
2025/06/08 03:26:53.713, 100, 72699, 81920, 252.39, 42
2025/06/08 03:26:53.877, 51, 72699, 81920, 164.77, 38
2025/06/08 03:26:58.628, 51, 72699, 81920, 178.94, 44
2025/06/08 03:26:58.704, 49, 72699, 81920, 175.82, 39
2025/06/08 03:26:58.740, 100, 1, 81920, 70.56, 37
2025/06/08 03:26:58.900, 100, 1, 81920, 71.22, 36
2025/06/08 03:27:03.660, 51, 72699, 81920, 168.31, 44
2025/06/08 03:27:03.753, 47, 72699, 81920, 154.28, 39
2025/06/08 03:27:08.692, 52, 72699, 81920, 173.67, 44
2025/06/08 03:27:13.724, 52, 72699, 81920, 165.00, 44
2025/06/08 03:27:18.752, 52, 72699, 81920, 168.70, 44
2025/06/08 03:27:23.780, 52, 72699, 81920, 189.66, 45
2025/06/08 03:27:28.808, 52, 72699, 81920, 183.72, 45
2025/06/08 03:27:33.839, 52, 72699, 81920, 158.37, 45
2025/06/08 03:27:38.876, 53, 72699, 81920, 178.87, 45
2025/06/08 03:27:43.903, 52, 72699, 81920, 160.54, 45
2025/06/08 03:27:48.931, 53, 72699, 81920, 177.00, 45
2025/06/08 03:27:53.958, 53, 72699, 81920, 159.89, 45
2025/06/08 03:27:58.988, 53, 72699, 81920, 195.41, 46
2025/06/08 03:28:04.015, 53, 72699, 81920, 193.75, 46
